student_id,course,branch,cgpa,skills,interests,projects,certifications,career_goal
S01879,MBA,EEE,8.06,"Project Management, Leadership, Excel, Business Analysis","Networking, Pharma Research","Finance Forecasting Model, Startup Business Plan, Market Analysis Project","Digital Marketing Certification, Google Business Analytics",Product Manager
S01880,M.Pharm,Pharmacy,6.28,"Drug Formulation, Research, Clinical Trials, Quality Assurance, Pharmacology","Business Analytics, Cybersecurity","Drug Toxicity Analysis, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01881,MCA,DS,8.64,"Python, React, Django, Java","IoT, AI","Online Exam Portal, Web Application System, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01882,M.Tech,DS,8.0,"Deep Learning, Big Data, Data Analysis, PyTorch, TensorFlow",Product Management,"Deep Learning Research, Smart Grid Simulation, AI-based Energy Optimization","Deep Learning Specialization, IBM AI Engineering",AI Engineer
S01883,B.Tech,CE,9.48,"C++, Python, AutoCAD, JavaScript, Java",App Development,"IoT Home Automation, Portfolio Website, Chatbot Assistant","Cisco Networking Basics, Google Data Analytics, Microsoft Azure Fundamentals",Web Developer
S01884,MBA,Pharmacy,6.65,"Excel, Digital Marketing, Project Management, Business Analysis","Pharma Research, Urban Design","Finance Forecasting Model, HR Analytics, Startup Business Plan","Six Sigma, Digital Marketing Certification, Google Business Analytics",Product Manager
S01885,B.Arch,Architecture,9.81,"Revit, Urban Planning, SketchUp","Web Development, Urban Design","Green Building Model, Urban Housing Layout","3DS Max Design, Revit Professional, Autodesk AutoCAD Certification",Architect
S01886,MCA,CE,9.67,"Django, Python, Data Structures, Web Development, Java","Pharma Research, Networking","Web Application System, Online Exam Portal","Meta Front-End Developer, Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S01887,M.Pharm,Pharmacy,9.54,"Research, Quality Assurance, Drug Formulation, Pharmacology",Product Management,"Drug Toxicity Analysis, Clinical Data Analytics","Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S01888,B.Arch,Architecture,7.81,"Architectural Design, Urban Planning, SketchUp","AI, App Development","3D City Design, Urban Housing Layout, Bridge Design Simulation","3DS Max Design, Revit Professional",Product Manager
S01889,M.Tech,DS,6.78,"TensorFlow, Research, Data Analysis, Python","Data Science, Web Development","AI-based Energy Optimization, Deep Learning Research","Deep Learning Specialization, IBM AI Engineering",Data Analyst
S01890,MCA,DS,6.24,"Django, React, Node.js","Data Science, Web Development","Online Exam Portal, React Dashboard","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01891,MCA,IT,9.72,"Python, Django, Data Structures","Product Management, Networking","React Dashboard, Web Application System, Inventory Management System","Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S01892,MBA,Architecture,8.13,"Business Analysis, Project Management, SQL","Web Development, Data Science","Startup Business Plan, Market Analysis Project","Project Management Professional, Google Business Analytics",Product Manager
S01893,MCA,IT,9.88,"Java, Django, Node.js","Networking, AI","Web Application System, Inventory Management System","Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S01894,B.Arch,Architecture,9.16,"SketchUp, AutoCAD, Architectural Design",Networking,"Urban Housing Layout, Bridge Design Simulation","Revit Professional, Urban Design Certification",Architect
S01895,MCA,EEE,6.37,"Python, React, Web Development","AI, Robotics","React Dashboard, Web Application System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01896,MCA,IT,8.41,"Data Structures, React, Django, Java, Python",Data Science,"Online Exam Portal, Web Application System","Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S01897,B.Arch,Architecture,8.31,"AutoCAD, 3D Modeling, Urban Planning, SketchUp","Product Management, IoT","Urban Housing Layout, Bridge Design Simulation, 3D City Design","3DS Max Design, Urban Design Certification, Autodesk AutoCAD Certification",Architect
S01898,M.Pharm,Pharmacy,8.55,"Drug Formulation, Pharmacology, Quality Assurance",Data Science,"Drug Toxicity Analysis, Drug Formulation Study, Pharma R&D Project","Advanced Pharmacology, Quality Assurance Certification",Quality Assurance Engineer
S01899,B.Pharm,Pharmacy,8.94,"Quality Control, Biostatistics, Pharmaceutical Chemistry",IoT,"Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Drug Development Process, Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01900,M.Pharm,Pharmacy,9.27,"Clinical Trials, Drug Formulation, Research, Pharmacology",App Development,"Drug Toxicity Analysis, Drug Formulation Study, Pharma R&D Project","Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01901,B.Tech,CSE,8.26,"Machine Learning, Python, CSS",App Development,"Portfolio Website, IoT Home Automation","Google Data Analytics, AWS Cloud Practitioner",AI Engineer
S01902,MCA,Pharmacy,7.14,"Node.js, Web Development, Data Structures, Python, Django",App Development,"Inventory Management System, React Dashboard, Web Application System","Meta Front-End Developer, Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S01903,M.Pharm,Pharmacy,8.7,"Research, Quality Assurance, Clinical Trials, Drug Formulation, Pharmacology","Data Science, App Development","Drug Formulation Study, Drug Toxicity Analysis","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S01904,M.Tech,Architecture,7.93,"TensorFlow, PyTorch, Data Analysis, Big Data, Deep Learning","Urban Design, Pharma Research","Deep Learning Research, AI-based Energy Optimization","TensorFlow Developer, IBM AI Engineering",AI Engineer
S01905,MBA,ME,7.71,"Digital Marketing, Project Management, Leadership, Business Analysis, SQL","Business Analytics, Robotics","Finance Forecasting Model, Market Analysis Project","Project Management Professional, Six Sigma, Google Business Analytics",Product Manager
S01906,B.Tech,Pharmacy,7.3,"Cloud Computing, JavaScript, AutoCAD","AI, Data Science","IoT Home Automation, E-commerce Backend, Loan Prediction Model","Google Data Analytics, Microsoft Azure Fundamentals",AI Engineer
S01907,B.Arch,Architecture,9.12,"3D Modeling, SketchUp, AutoCAD, Revit","Business Analytics, App Development","Urban Housing Layout, Green Building Model, 3D City Design","Autodesk AutoCAD Certification, Urban Design Certification, Revit Professional",Architect
S01908,B.Tech,EEE,9.42,"C++, AutoCAD, Java","Business Analytics, Product Management","IoT Home Automation, E-commerce Backend","Microsoft Azure Fundamentals, AWS Cloud Practitioner, Cisco Networking Basics",Mechanical Designer
S01909,M.Tech,Architecture,7.95,"AI, PyTorch, Research",Cybersecurity,"AI-based Energy Optimization, Deep Learning Research, NLP Chatbot System","Deep Learning Specialization, Big Data Hadoop",Cybersecurity Analyst
S01910,B.Pharm,Pharmacy,7.23,"Drug Safety, Lab Techniques, Biostatistics, Quality Control","AI, Product Management","Pharma Drug Stability Study, Clinical Research Report","Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01911,M.Tech,ECE,7.94,"TensorFlow, PyTorch, Big Data","Robotics, Pharma Research","AI-based Energy Optimization, Smart Grid Simulation","IBM AI Engineering, Big Data Hadoop, TensorFlow Developer",Web Developer
S01912,M.Pharm,Pharmacy,9.41,"Research, Clinical Trials, Pharmacology, Quality Assurance, Drug Formulation",Product Management,"Drug Formulation Study, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01913,M.Pharm,Pharmacy,8.7,"Pharmacology, Drug Formulation, Clinical Trials, Research","App Development, Business Analytics","Drug Formulation Study, Drug Toxicity Analysis, Clinical Data Analytics","Advanced Pharmacology, Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S01914,MCA,CE,9.42,"Django, Python, Node.js","Robotics, Product Management","React Dashboard, Inventory Management System, Online Exam Portal","Meta Front-End Developer, Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S01915,B.Pharm,Pharmacy,9.78,"Quality Control, Biostatistics, Drug Safety, Pharmaceutical Chemistry",AI,"Tablet Dissolution Test, Pharma Drug Stability Study","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S01916,B.Pharm,Pharmacy,9.05,"Lab Techniques, Quality Control, Pharmaceutical Chemistry, Biostatistics, Drug Safety","Business Analytics, App Development","Pharma Drug Stability Study, Tablet Dissolution Test","Drug Development Process, Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01917,B.Pharm,Pharmacy,9.32,"Pharmaceutical Chemistry, Biostatistics, Drug Safety","Networking, Data Science","Clinical Research Report, Tablet Dissolution Test","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S01918,M.Tech,CSE,9.34,"PyTorch, Big Data, Research, Python, Data Analysis",Pharma Research,"Smart Grid Simulation, NLP Chatbot System","IBM AI Engineering, Deep Learning Specialization, TensorFlow Developer",Data Analyst
S01919,MBA,ECE,8.63,"SQL, Digital Marketing, Project Management, Leadership","Urban Design, Networking","Startup Business Plan, Market Analysis Project","Six Sigma, Digital Marketing Certification",Product Manager
S01920,B.Pharm,Pharmacy,7.78,"Biostatistics, Pharmaceutical Chemistry, Drug Safety, Quality Control, Lab Techniques",Networking,"Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01921,MBA,IT,6.3,"Digital Marketing, SQL, Project Management, Leadership",Data Science,"Market Analysis Project, HR Analytics","Google Business Analytics, Digital Marketing Certification, Project Management Professional",Product Manager
S01922,B.Arch,Architecture,9.41,"SketchUp, Architectural Design, Revit, 3D Modeling",App Development,"Green Building Model, 3D City Design, Bridge Design Simulation","Autodesk AutoCAD Certification, Urban Design Certification, Revit Professional",Architect
S01923,B.Tech,ECE,7.33,"HTML, C++, Java",Product Management,"E-commerce Backend, Portfolio Website","Cisco Networking Basics, AWS Cloud Practitioner",Web Developer
S01924,MCA,CSE,8.4,"React, Data Structures, Java, Python, Django","Civil Planning, Business Analytics","Online Exam Portal, Inventory Management System","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01925,M.Pharm,Pharmacy,9.22,"Drug Formulation, Pharmacology, Research, Clinical Trials, Quality Assurance",Pharma Research,"Drug Toxicity Analysis, Clinical Data Analytics, Drug Formulation Study","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01926,B.Tech,AI,8.46,"CSS, Cloud Computing, SQL, C++, Python","Product Management, Business Analytics","E-commerce Backend, Portfolio Website","Microsoft Azure Fundamentals, Cisco Networking Basics, Google Data Analytics",Data Analyst
S01927,B.Pharm,Pharmacy,7.7,"Lab Techniques, Biostatistics, Quality Control, Pharmaceutical Chemistry, Drug Safety","AI, Cybersecurity","Clinical Research Report, Tablet Dissolution Test, Pharma Drug Stability Study","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S01928,MBA,CE,8.64,"Leadership, SQL, Business Analysis",Cybersecurity,"Finance Forecasting Model, Startup Business Plan, HR Analytics","Project Management Professional, Six Sigma",Product Manager
S01929,M.Pharm,Pharmacy,6.52,"Pharmacology, Drug Formulation, Clinical Trials",IoT,"Drug Toxicity Analysis, Drug Formulation Study","Quality Assurance Certification, Clinical Data Management",Quality Assurance Engineer
S01930,B.Arch,Architecture,7.35,"3D Modeling, SketchUp, Architectural Design, AutoCAD",Cybersecurity,"Urban Housing Layout, Bridge Design Simulation, 3D City Design","3DS Max Design, Autodesk AutoCAD Certification",Architect
S01931,B.Arch,Architecture,6.57,"Revit, 3D Modeling, Architectural Design","Civil Planning, Data Science","Bridge Design Simulation, Green Building Model","Urban Design Certification, 3DS Max Design",Architect
S01932,B.Tech,CSE,8.81,"SQL, CSS, AutoCAD, Machine Learning",App Development,"Chatbot Assistant, E-commerce Backend","AWS Cloud Practitioner, Cisco Networking Basics",AI Engineer
S01933,MCA,CE,8.72,"Data Structures, Node.js, Python","Web Development, App Development","Online Exam Portal, Web Application System, React Dashboard","Meta Front-End Developer, Coursera Python for Everybody",Software Engineer
S01934,M.Tech,Pharmacy,9.22,"Python, Big Data, PyTorch, Data Analysis, Research",Pharma Research,"Smart Grid Simulation, AI-based Energy Optimization","Big Data Hadoop, TensorFlow Developer",Data Analyst
S01935,M.Tech,EEE,9.46,"Deep Learning, Data Analysis, AI",Networking,"Smart Grid Simulation, Deep Learning Research, AI-based Energy Optimization","Deep Learning Specialization, Big Data Hadoop",AI Engineer
S01936,MCA,CSE,7.05,"React, Java, Node.js","Product Management, Pharma Research","React Dashboard, Online Exam Portal","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S01937,M.Pharm,Pharmacy,8.75,"Research, Drug Formulation, Pharmacology, Clinical Trials","Pharma Research, Business Analytics","Drug Formulation Study, Clinical Data Analytics","Clinical Data Management, Quality Assurance Certification",AI Engineer
S01938,B.Pharm,Pharmacy,6.57,"Quality Control, Biostatistics, Lab Techniques, Drug Safety",Robotics,"Clinical Research Report, Pharma Drug Stability Study","Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01939,MCA,Pharmacy,9.56,"Web Development, Node.js, Python, Data Structures, Java","AI, App Development","Web Application System, Inventory Management System","Coursera Python for Everybody, Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S01940,M.Pharm,Pharmacy,6.31,"Pharmacology, Drug Formulation, Clinical Trials, Quality Assurance, Research","IoT, Business Analytics","Drug Toxicity Analysis, Pharma R&D Project, Clinical Data Analytics","Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S01941,B.Tech,ME,9.23,"AutoCAD, CSS, SQL, C++, Machine Learning","Business Analytics, Urban Design","Loan Prediction Model, Portfolio Website","AWS Cloud Practitioner, Cisco Networking Basics, Google Data Analytics",AI Engineer
S01942,MBA,ECE,6.6,"Digital Marketing, Leadership, Project Management, Excel","Robotics, App Development","Startup Business Plan, HR Analytics, Finance Forecasting Model","Google Business Analytics, Project Management Professional, Six Sigma",Product Manager
S01943,B.Arch,Architecture,7.25,"Revit, 3D Modeling, Urban Planning, SketchUp, Architectural Design",Data Science,"Urban Housing Layout, Bridge Design Simulation, 3D City Design","Autodesk AutoCAD Certification, Urban Design Certification",Architect
S01944,M.Pharm,Pharmacy,6.36,"Drug Formulation, Clinical Trials, Pharmacology, Quality Assurance, Research",Pharma Research,"Clinical Data Analytics, Drug Formulation Study","Quality Assurance Certification, Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S01945,M.Pharm,Pharmacy,6.72,"Drug Formulation, Research, Clinical Trials, Quality Assurance, Pharmacology",Urban Design,"Drug Formulation Study, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Data Analyst
S01946,B.Arch,Architecture,8.14,"3D Modeling, AutoCAD, Urban Planning, Architectural Design",IoT,"Bridge Design Simulation, 3D City Design, Urban Housing Layout","3DS Max Design, Urban Design Certification, Revit Professional",Architect
S01947,B.Arch,Architecture,6.36,"AutoCAD, Architectural Design, Urban Planning, Revit",Cybersecurity,"Green Building Model, 3D City Design","Autodesk AutoCAD Certification, Urban Design Certification, Revit Professional",Architect
S01948,MBA,EEE,8.79,"Project Management, Leadership, Digital Marketing, Business Analysis","Product Management, App Development","Finance Forecasting Model, HR Analytics","Google Business Analytics, Project Management Professional",Product Manager
S01949,MCA,CSE,8.57,"React, Django, Java, Python","Networking, Robotics","React Dashboard, Web Application System, Inventory Management System","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01950,MCA,Architecture,7.98,"Python, Node.js, Java, React, Web Development","AI, Web Development","Web Application System, Inventory Management System","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01951,M.Tech,ME,9.02,"Data Analysis, Research, PyTorch","Urban Design, Civil Planning","AI-based Energy Optimization, NLP Chatbot System","Deep Learning Specialization, IBM AI Engineering",AI Engineer
S01952,MCA,Pharmacy,6.25,"Node.js, Java, Python, Django, Data Structures","Urban Design, Robotics","React Dashboard, Web Application System, Online Exam Portal","Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S01953,MBA,ME,7.79,"Leadership, Excel, SQL, Business Analysis, Project Management",Web Development,"HR Analytics, Market Analysis Project","Six Sigma, Google Business Analytics",Product Manager
S01954,B.Arch,Architecture,8.15,"Urban Planning, Architectural Design, AutoCAD, Revit",AI,"Urban Housing Layout, 3D City Design, Green Building Model","Revit Professional, Urban Design Certification",Architect
S01955,MCA,Architecture,8.79,"React, Java, Web Development, Python, Django","Civil Planning, Business Analytics","Web Application System, React Dashboard","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01956,B.Tech,IT,6.72,"HTML, JavaScript, C++, Machine Learning",Civil Planning,"Chatbot Assistant, Loan Prediction Model","Google Data Analytics, Cisco Networking Basics, AWS Cloud Practitioner",AI Engineer
S01957,B.Pharm,Pharmacy,7.46,"Lab Techniques, Pharmaceutical Chemistry, Drug Safety, Biostatistics",Urban Design,"Clinical Research Report, Tablet Dissolution Test, Pharma Drug Stability Study","Drug Development Process, Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01958,MCA,CSE,8.5,"Python, Node.js, Data Structures, Web Development, Django","AI, Cybersecurity","React Dashboard, Web Application System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01959,M.Tech,IT,8.97,"Data Analysis, Deep Learning, AI, Python","AI, Pharma Research","Deep Learning Research, NLP Chatbot System","Big Data Hadoop, IBM AI Engineering",AI Engineer
S01960,MCA,CE,7.5,"React, Django, Node.js, Java, Python","Data Science, Product Management","React Dashboard, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01961,B.Tech,Architecture,8.31,"C++, CSS, HTML, SQL",Web Development,"Loan Prediction Model, Chatbot Assistant","Google Data Analytics, Microsoft Azure Fundamentals",Web Developer
S01962,B.Tech,ECE,9.37,"SQL, Cloud Computing, AutoCAD, Python, C++","Civil Planning, Urban Design","E-commerce Backend, Portfolio Website, Loan Prediction Model","AWS Cloud Practitioner, Google Data Analytics, Microsoft Azure Fundamentals",Data Analyst
S01963,M.Pharm,Pharmacy,8.58,"Clinical Trials, Pharmacology, Quality Assurance, Drug Formulation, Research","Networking, AI","Clinical Data Analytics, Drug Toxicity Analysis, Pharma R&D Project","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S01964,B.Tech,EEE,9.09,"AutoCAD, C++, CSS","Product Management, Data Science","IoT Home Automation, E-commerce Backend","Google Data Analytics, Microsoft Azure Fundamentals, Cisco Networking Basics",Mechanical Designer
S01965,MBA,IT,7.0,"Business Analysis, Digital Marketing, Project Management, Leadership, SQL","Robotics, Urban Design","Market Analysis Project, Startup Business Plan, Finance Forecasting Model","Project Management Professional, Digital Marketing Certification, Six Sigma",Product Manager
S01966,MBA,ME,7.33,"Leadership, SQL, Business Analysis, Digital Marketing","Urban Design, Pharma Research","Finance Forecasting Model, Startup Business Plan","Google Business Analytics, Project Management Professional",Product Manager
S01967,B.Pharm,Pharmacy,8.41,"Lab Techniques, Drug Safety, Quality Control","IoT, Web Development","Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Clinical Research Certification, Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S01968,B.Tech,Architecture,9.66,"JavaScript, Java, CSS, Python","Robotics, Pharma Research","E-commerce Backend, IoT Home Automation, Chatbot Assistant","AWS Cloud Practitioner, Microsoft Azure Fundamentals",Web Developer
S01969,MCA,Pharmacy,9.73,"Java, React, Web Development",Product Management,"React Dashboard, Web Application System, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S01970,MBA,AI,8.32,"SQL, Project Management, Leadership, Digital Marketing, Excel",IoT,"Finance Forecasting Model, Market Analysis Project, Startup Business Plan","Google Business Analytics, Project Management Professional, Six Sigma",Product Manager
S01971,B.Arch,Architecture,9.21,"SketchUp, Urban Planning, AutoCAD, Revit",Civil Planning,"Bridge Design Simulation, Urban Housing Layout","3DS Max Design, Autodesk AutoCAD Certification",Architect
S01972,B.Pharm,Pharmacy,7.52,"Pharmaceutical Chemistry, Lab Techniques, Biostatistics","Urban Design, IoT","Tablet Dissolution Test, Pharma Drug Stability Study","Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01973,M.Tech,CSE,8.44,"TensorFlow, Research, Deep Learning, Python, Data Analysis",Networking,"Smart Grid Simulation, Deep Learning Research, AI-based Energy Optimization","IBM AI Engineering, Big Data Hadoop, TensorFlow Developer",AI Engineer
S01974,M.Tech,IT,6.03,"Research, PyTorch, Big Data","Business Analytics, App Development","Smart Grid Simulation, NLP Chatbot System","Deep Learning Specialization, TensorFlow Developer",Web Developer
S01975,MBA,AI,6.87,"Business Analysis, Project Management, Leadership, Digital Marketing, Excel","AI, Web Development","Market Analysis Project, Startup Business Plan","Digital Marketing Certification, Project Management Professional",Product Manager
S01976,MCA,DS,9.38,"Node.js, Java, Data Structures, Web Development, Django",AI,"Online Exam Portal, React Dashboard, Web Application System","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01977,B.Pharm,Pharmacy,7.3,"Biostatistics, Drug Safety, Quality Control, Lab Techniques, Pharmaceutical Chemistry","App Development, Business Analytics","Clinical Research Report, Pharma Drug Stability Study, Tablet Dissolution Test","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01978,B.Pharm,Pharmacy,6.72,"Lab Techniques, Quality Control, Biostatistics, Pharmaceutical Chemistry, Drug Safety","Networking, Pharma Research","Clinical Research Report, Pharma Drug Stability Study","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Pharma Researcher
S01979,M.Tech,AI,8.87,"Big Data, Deep Learning, Python","Cybersecurity, IoT","NLP Chatbot System, Deep Learning Research, Smart Grid Simulation","IBM AI Engineering, Deep Learning Specialization",AI Engineer
S01980,MBA,ME,7.25,"Leadership, Project Management, Excel, Digital Marketing, SQL",Pharma Research,"HR Analytics, Market Analysis Project, Finance Forecasting Model","Six Sigma, Google Business Analytics",Product Manager
S01981,M.Tech,IT,7.45,"Research, TensorFlow, Deep Learning, Python, PyTorch","Robotics, Business Analytics","Smart Grid Simulation, Deep Learning Research","TensorFlow Developer, Deep Learning Specialization",AI Engineer
S01982,B.Tech,Architecture,6.32,"HTML, Java, CSS, AutoCAD","Business Analytics, Cybersecurity","IoT Home Automation, Portfolio Website, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics",Web Developer
S01983,B.Pharm,Pharmacy,9.32,"Quality Control, Drug Safety, Biostatistics","Web Development, Urban Design","Clinical Research Report, Tablet Dissolution Test, Pharma Drug Stability Study","Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S01984,M.Pharm,Pharmacy,8.47,"Research, Quality Assurance, Clinical Trials","Civil Planning, Business Analytics","Drug Formulation Study, Clinical Data Analytics, Drug Toxicity Analysis","Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S01985,B.Pharm,Pharmacy,9.88,"Pharmaceutical Chemistry, Lab Techniques, Biostatistics",Cybersecurity,"Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S01986,B.Arch,Architecture,8.28,"SketchUp, Urban Planning, AutoCAD",Web Development,"3D City Design, Bridge Design Simulation","3DS Max Design, Urban Design Certification, Autodesk AutoCAD Certification",Architect
S01987,MBA,CSE,7.13,"SQL, Excel, Digital Marketing",Product Management,"Finance Forecasting Model, Startup Business Plan, HR Analytics","Six Sigma, Digital Marketing Certification, Project Management Professional",Product Manager
S01988,M.Tech,Architecture,7.5,"AI, Python, Big Data, TensorFlow","Business Analytics, Web Development","Deep Learning Research, AI-based Energy Optimization","IBM AI Engineering, TensorFlow Developer",Data Analyst
S01989,M.Tech,AI,7.62,"Research, TensorFlow, PyTorch, Big Data, AI",IoT,"Deep Learning Research, Smart Grid Simulation, AI-based Energy Optimization","TensorFlow Developer, IBM AI Engineering",Web Developer
S01990,B.Pharm,Pharmacy,8.29,"Drug Safety, Quality Control, Lab Techniques, Pharmaceutical Chemistry","IoT, Pharma Research","Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Pharma Quality Cert, Drug Development Process",Pharma Researcher
S01991,B.Pharm,Pharmacy,9.57,"Lab Techniques, Drug Safety, Biostatistics",Data Science,"Tablet Dissolution Test, Clinical Research Report, Pharma Drug Stability Study","Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01992,M.Pharm,Pharmacy,7.52,"Clinical Trials, Pharmacology, Drug Formulation",Robotics,"Drug Formulation Study, Pharma R&D Project","Advanced Pharmacology, Clinical Data Management",Quality Assurance Engineer
S01993,MCA,CE,9.61,"Data Structures, Node.js, Django, Web Development, Java",Urban Design,"React Dashboard, Inventory Management System","Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01994,MBA,EEE,9.55,"Digital Marketing, Leadership, Project Management, Excel","IoT, Cybersecurity","Finance Forecasting Model, Startup Business Plan, HR Analytics","Digital Marketing Certification, Six Sigma, Google Business Analytics",Product Manager
S01995,M.Pharm,Pharmacy,9.02,"Clinical Trials, Research, Quality Assurance",Urban Design,"Pharma R&D Project, Clinical Data Analytics, Drug Toxicity Analysis","Advanced Pharmacology, Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S01996,M.Tech,EEE,8.37,"Big Data, AI, TensorFlow",Civil Planning,"AI-based Energy Optimization, NLP Chatbot System","TensorFlow Developer, Big Data Hadoop",Web Developer
S01997,B.Arch,Architecture,8.05,"Revit, Urban Planning, SketchUp",IoT,"Green Building Model, Bridge Design Simulation, Urban Housing Layout","3DS Max Design, Urban Design Certification",Architect
S01998,B.Tech,CSE,9.37,"CSS, C++, Cloud Computing, JavaScript, Java","Business Analytics, Urban Design","IoT Home Automation, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics, Microsoft Azure Fundamentals",Web Developer
S01999,MCA,DS,7.49,"Python, React, Web Development, Data Structures, Java","Data Science, AI","Online Exam Portal, React Dashboard","Full Stack Developer Cert, Coursera Python for Everybody",Web Developer
S02000,M.Tech,CSE,7.42,"Big Data, Deep Learning, Research, Data Analysis","Data Science, Pharma Research","Smart Grid Simulation, NLP Chatbot System, Deep Learning Research","IBM AI Engineering, Big Data Hadoop",AI Engineer
S02001,B.Tech,IT,8.66,"Cloud Computing, C++, JavaScript, HTML","App Development, Pharma Research","Chatbot Assistant, Loan Prediction Model","Microsoft Azure Fundamentals, AWS Cloud Practitioner, Cisco Networking Basics",Web Developer
S02002,B.Tech,AI,7.34,"JavaScript, SQL, HTML, Machine Learning, AutoCAD","Urban Design, Robotics","Portfolio Website, Chatbot Assistant","Microsoft Azure Fundamentals, AWS Cloud Practitioner, Google Data Analytics",AI Engineer
S02003,M.Tech,ECE,7.91,"AI, Big Data, Research, PyTorch","Product Management, Robotics","NLP Chatbot System, Smart Grid Simulation, Deep Learning Research","Deep Learning Specialization, Big Data Hadoop, IBM AI Engineering",Data Analyst
S02004,B.Arch,Architecture,7.38,"Urban Planning, SketchUp, Revit, Architectural Design, 3D Modeling","Pharma Research, AI","Bridge Design Simulation, Urban Housing Layout","Revit Professional, Urban Design Certification, 3DS Max Design",Architect
S02005,B.Pharm,Pharmacy,6.02,"Lab Techniques, Biostatistics, Quality Control, Pharmaceutical Chemistry, Drug Safety","AI, App Development","Tablet Dissolution Test, Clinical Research Report, Pharma Drug Stability Study","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S02006,M.Tech,EEE,8.84,"AI, PyTorch, Deep Learning, Data Analysis",App Development,"NLP Chatbot System, Deep Learning Research, AI-based Energy Optimization","TensorFlow Developer, IBM AI Engineering, Big Data Hadoop",AI Engineer
S02007,B.Tech,ME,6.34,"CSS, SQL, Java","AI, Civil Planning","Loan Prediction Model, Portfolio Website","Microsoft Azure Fundamentals, Cisco Networking Basics, Google Data Analytics",AI Engineer
